"","X","album_name","track_title","track_n","line","word","sentiment","x"
"1",2,"The College Dropout","Intro",1,2,"faculty","trust",2
"2",4,"The College Dropout","Intro",1,4,"beautiful","joy",4
"3",4,"The College Dropout","Intro",1,4,"love","joy",4
"4",5,"The College Dropout","Intro",1,5,"start","anticipation",5
"5",6,"The College Dropout","Intro",1,6,"graduation","anticipation",6
"6",6,"The College Dropout","Intro",1,6,"graduation","fear",6
"7",6,"The College Dropout","Intro",1,6,"graduation","joy",6
"8",6,"The College Dropout","Intro",1,6,"graduation","surprise",6
"9",6,"The College Dropout","Intro",1,6,"graduation","trust",6
"10",6,"The College Dropout","Intro",1,6,"sing","anticipation",6
"11",6,"The College Dropout","Intro",1,6,"sing","joy",6
"12",6,"The College Dropout","Intro",1,6,"sing","sadness",6
"13",6,"The College Dropout","Intro",1,6,"sing","trust",6
"14",8,"The College Dropout","We Don't Care",2,2,"perfect","anticipation",8
"15",8,"The College Dropout","We Don't Care",2,2,"perfect","joy",8
"16",8,"The College Dropout","We Don't Care",2,2,"perfect","trust",8
"17",8,"The College Dropout","We Don't Care",2,2,"sing","anticipation",8
"18",8,"The College Dropout","We Don't Care",2,2,"sing","joy",8
"19",8,"The College Dropout","We Don't Care",2,2,"sing","sadness",8
"20",8,"The College Dropout","We Don't Care",2,2,"sing","trust",8
"21",11,"The College Dropout","We Don't Care",2,5,"money","anger",11
"22",11,"The College Dropout","We Don't Care",2,5,"money","anticipation",11
"23",11,"The College Dropout","We Don't Care",2,5,"money","joy",11
"24",11,"The College Dropout","We Don't Care",2,5,"money","surprise",11
"25",11,"The College Dropout","We Don't Care",2,5,"money","trust",11
"26",13,"The College Dropout","We Don't Care",2,7,"alive","anticipation",13
"27",13,"The College Dropout","We Don't Care",2,7,"alive","joy",13
"28",13,"The College Dropout","We Don't Care",2,7,"alive","trust",13
"29",16,"The College Dropout","We Don't Care",2,10,"time","anticipation",16
"30",21,"The College Dropout","We Don't Care",2,15,"broke","fear",21
"31",21,"The College Dropout","We Don't Care",2,15,"broke","sadness",21
"32",26,"The College Dropout","We Don't Care",2,20,"hood","anger",26
"33",26,"The College Dropout","We Don't Care",2,20,"hood","disgust",26
"34",26,"The College Dropout","We Don't Care",2,20,"hood","fear",26
"35",27,"The College Dropout","We Don't Care",2,21,"money","anger",27
"36",27,"The College Dropout","We Don't Care",2,21,"money","anticipation",27
"37",27,"The College Dropout","We Don't Care",2,21,"money","joy",27
"38",27,"The College Dropout","We Don't Care",2,21,"money","surprise",27
"39",27,"The College Dropout","We Don't Care",2,21,"money","trust",27
"40",27,"The College Dropout","We Don't Care",2,21,"scholarship","joy",27
"41",28,"The College Dropout","We Don't Care",2,22,"ambition","anticipation",28
"42",28,"The College Dropout","We Don't Care",2,22,"ambition","joy",28
"43",28,"The College Dropout","We Don't Care",2,22,"ambition","trust",28
"44",30,"The College Dropout","We Don't Care",2,24,"forced","fear",30
"45",33,"The College Dropout","We Don't Care",2,27,"money","anger",33
"46",33,"The College Dropout","We Don't Care",2,27,"money","anticipation",33
"47",33,"The College Dropout","We Don't Care",2,27,"money","joy",33
"48",33,"The College Dropout","We Don't Care",2,27,"money","surprise",33
"49",33,"The College Dropout","We Don't Care",2,27,"money","trust",33
"50",34,"The College Dropout","We Don't Care",2,28,"sing","anticipation",34
"51",34,"The College Dropout","We Don't Care",2,28,"sing","joy",34
"52",34,"The College Dropout","We Don't Care",2,28,"sing","sadness",34
"53",34,"The College Dropout","We Don't Care",2,28,"sing","trust",34
"54",34,"The College Dropout","We Don't Care",2,28,"sing","anticipation",34
"55",34,"The College Dropout","We Don't Care",2,28,"sing","joy",34
"56",34,"The College Dropout","We Don't Care",2,28,"sing","sadness",34
"57",34,"The College Dropout","We Don't Care",2,28,"sing","trust",34
"58",36,"The College Dropout","We Don't Care",2,30,"alive","anticipation",36
"59",36,"The College Dropout","We Don't Care",2,30,"alive","joy",36
"60",36,"The College Dropout","We Don't Care",2,30,"alive","trust",36
"61",43,"The College Dropout","We Don't Care",2,37,"shit","anger",43
"62",43,"The College Dropout","We Don't Care",2,37,"shit","disgust",43
"63",44,"The College Dropout","We Don't Care",2,38,"income","anticipation",44
"64",44,"The College Dropout","We Don't Care",2,38,"income","joy",44
"65",44,"The College Dropout","We Don't Care",2,38,"income","sadness",44
"66",44,"The College Dropout","We Don't Care",2,38,"income","trust",44
"67",44,"The College Dropout","We Don't Care",2,38,"tax","sadness",44
"68",45,"The College Dropout","We Don't Care",2,39,"money","anger",45
"69",45,"The College Dropout","We Don't Care",2,39,"money","anticipation",45
"70",45,"The College Dropout","We Don't Care",2,39,"money","joy",45
"71",45,"The College Dropout","We Don't Care",2,39,"money","surprise",45
"72",45,"The College Dropout","We Don't Care",2,39,"money","trust",45
"73",45,"The College Dropout","We Don't Care",2,39,"cop","fear",45
"74",45,"The College Dropout","We Don't Care",2,39,"cop","trust",45
"75",48,"The College Dropout","We Don't Care",2,42,"lottery","anticipation",48
"76",49,"The College Dropout","We Don't Care",2,43,"time","anticipation",49
"77",52,"The College Dropout","We Don't Care",2,46,"weight","anticipation",52
"78",52,"The College Dropout","We Don't Care",2,46,"weight","disgust",52
"79",52,"The College Dropout","We Don't Care",2,46,"weight","fear",52
"80",52,"The College Dropout","We Don't Care",2,46,"weight","joy",52
"81",52,"The College Dropout","We Don't Care",2,46,"weight","sadness",52
"82",52,"The College Dropout","We Don't Care",2,46,"weight","surprise",52
"83",52,"The College Dropout","We Don't Care",2,46,"weight","trust",52
"84",53,"The College Dropout","We Don't Care",2,47,"money","anger",53
"85",53,"The College Dropout","We Don't Care",2,47,"money","anticipation",53
"86",53,"The College Dropout","We Don't Care",2,47,"money","joy",53
"87",53,"The College Dropout","We Don't Care",2,47,"money","surprise",53
"88",53,"The College Dropout","We Don't Care",2,47,"money","trust",53
"89",57,"The College Dropout","We Don't Care",2,51,"money","anger",57
"90",57,"The College Dropout","We Don't Care",2,51,"money","anticipation",57
"91",57,"The College Dropout","We Don't Care",2,51,"money","joy",57
"92",57,"The College Dropout","We Don't Care",2,51,"money","surprise",57
"93",57,"The College Dropout","We Don't Care",2,51,"money","trust",57
"94",58,"The College Dropout","We Don't Care",2,52,"sing","anticipation",58
"95",58,"The College Dropout","We Don't Care",2,52,"sing","joy",58
"96",58,"The College Dropout","We Don't Care",2,52,"sing","sadness",58
"97",58,"The College Dropout","We Don't Care",2,52,"sing","trust",58
"98",58,"The College Dropout","We Don't Care",2,52,"sing","anticipation",58
"99",58,"The College Dropout","We Don't Care",2,52,"sing","joy",58
"100",58,"The College Dropout","We Don't Care",2,52,"sing","sadness",58
"101",58,"The College Dropout","We Don't Care",2,52,"sing","trust",58
"102",60,"The College Dropout","We Don't Care",2,54,"alive","anticipation",60
"103",60,"The College Dropout","We Don't Care",2,54,"alive","joy",60
"104",60,"The College Dropout","We Don't Care",2,54,"alive","trust",60
"105",63,"The College Dropout","We Don't Care",2,57,"fool","disgust",63
"106",64,"The College Dropout","We Don't Care",2,58,"school","trust",64
"107",67,"The College Dropout","We Don't Care",2,61,"favorite","joy",67
"108",67,"The College Dropout","We Don't Care",2,61,"favorite","trust",67
"109",68,"The College Dropout","We Don't Care",2,62,"scream","anger",68
"110",68,"The College Dropout","We Don't Care",2,62,"scream","disgust",68
"111",68,"The College Dropout","We Don't Care",2,62,"scream","fear",68
"112",68,"The College Dropout","We Don't Care",2,62,"scream","surprise",68
"113",70,"The College Dropout","We Don't Care",2,64,"cash","anger",70
"114",70,"The College Dropout","We Don't Care",2,64,"cash","anticipation",70
"115",70,"The College Dropout","We Don't Care",2,64,"cash","fear",70
"116",70,"The College Dropout","We Don't Care",2,64,"cash","joy",70
"117",70,"The College Dropout","We Don't Care",2,64,"cash","trust",70
"118",72,"The College Dropout","We Don't Care",2,66,"school","trust",72
"119",76,"The College Dropout","We Don't Care",2,70,"abandoned","anger",76
"120",76,"The College Dropout","We Don't Care",2,70,"abandoned","fear",76
"121",76,"The College Dropout","We Don't Care",2,70,"abandoned","sadness",76
"122",77,"The College Dropout","We Don't Care",2,71,"ambulance","fear",77
"123",77,"The College Dropout","We Don't Care",2,71,"ambulance","trust",77
"124",81,"The College Dropout","We Don't Care",2,75,"money","anger",81
"125",81,"The College Dropout","We Don't Care",2,75,"money","anticipation",81
"126",81,"The College Dropout","We Don't Care",2,75,"money","joy",81
"127",81,"The College Dropout","We Don't Care",2,75,"money","surprise",81
"128",81,"The College Dropout","We Don't Care",2,75,"money","trust",81
"129",82,"The College Dropout","We Don't Care",2,76,"sing","anticipation",82
"130",82,"The College Dropout","We Don't Care",2,76,"sing","joy",82
"131",82,"The College Dropout","We Don't Care",2,76,"sing","sadness",82
"132",82,"The College Dropout","We Don't Care",2,76,"sing","trust",82
"133",82,"The College Dropout","We Don't Care",2,76,"sing","anticipation",82
"134",82,"The College Dropout","We Don't Care",2,76,"sing","joy",82
"135",82,"The College Dropout","We Don't Care",2,76,"sing","sadness",82
"136",82,"The College Dropout","We Don't Care",2,76,"sing","trust",82
"137",84,"The College Dropout","We Don't Care",2,78,"alive","anticipation",84
"138",84,"The College Dropout","We Don't Care",2,78,"alive","joy",84
"139",84,"The College Dropout","We Don't Care",2,78,"alive","trust",84
"140",87,"The College Dropout","Graduation Day",3,1,"shit","anger",87
"141",87,"The College Dropout","Graduation Day",3,1,"shit","disgust",87
"142",87,"The College Dropout","Graduation Day",3,1,"graduation","anticipation",87
"143",87,"The College Dropout","Graduation Day",3,1,"graduation","fear",87
"144",87,"The College Dropout","Graduation Day",3,1,"graduation","joy",87
"145",87,"The College Dropout","Graduation Day",3,1,"graduation","surprise",87
"146",87,"The College Dropout","Graduation Day",3,1,"graduation","trust",87
"147",87,"The College Dropout","Graduation Day",3,1,"catch","surprise",87
"148",87,"The College Dropout","Graduation Day",3,1,"white","anticipation",87
"149",87,"The College Dropout","Graduation Day",3,1,"white","joy",87
"150",87,"The College Dropout","Graduation Day",3,1,"white","trust",87
"151",88,"The College Dropout","Graduation Day",3,2,"sing","anticipation",88
"152",88,"The College Dropout","Graduation Day",3,2,"sing","joy",88
"153",88,"The College Dropout","Graduation Day",3,2,"sing","sadness",88
"154",88,"The College Dropout","Graduation Day",3,2,"sing","trust",88
"155",88,"The College Dropout","Graduation Day",3,2,"shit","anger",88
"156",88,"The College Dropout","Graduation Day",3,2,"shit","disgust",88
"157",88,"The College Dropout","Graduation Day",3,2,"bye","anticipation",88
"158",90,"The College Dropout","Graduation Day",3,4,"break","surprise",90
"159",91,"The College Dropout","Graduation Day",3,5,"school","trust",91
"160",92,"The College Dropout","Graduation Day",3,6,"kill","fear",92
"161",92,"The College Dropout","Graduation Day",3,6,"kill","sadness",92
"162",97,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,3,"real","trust",97
"163",97,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,3,"baby","joy",97
"164",107,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,13,"promise","joy",107
"165",107,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,13,"promise","trust",107
"166",109,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,15,"money","anger",109
"167",109,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,15,"money","anticipation",109
"168",109,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,15,"money","joy",109
"169",109,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,15,"money","surprise",109
"170",109,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,15,"money","trust",109
"171",112,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,18,"school","trust",112
"172",115,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,21,"money","anger",115
"173",115,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,21,"money","anticipation",115
"174",115,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,21,"money","joy",115
"175",115,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,21,"money","surprise",115
"176",115,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,21,"money","trust",115
"177",116,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,22,"airs","disgust",116
"178",116,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,22,"baby","joy",116
"179",117,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,23,"precious","anticipation",117
"180",117,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,23,"precious","joy",117
"181",117,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,23,"precious","surprise",117
"182",118,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,24,"daughter","joy",118
"183",122,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,28,"black","sadness",122
"184",129,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,35,"promise","joy",129
"185",129,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,35,"promise","trust",129
"186",131,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,37,"crazy","anger",131
"187",131,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,37,"crazy","fear",131
"188",131,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,37,"crazy","sadness",131
"189",135,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,41,"store","anticipation",135
"190",136,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,42,"clean","joy",136
"191",136,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,42,"clean","trust",136
"192",136,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,42,"team","trust",136
"193",138,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,44,"lowest","sadness",138
"194",138,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,44,"esteem","joy",138
"195",138,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,44,"esteem","sadness",138
"196",138,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,44,"esteem","trust",138
"197",140,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,46,"diamond","joy",140
"198",141,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,47,"hate","anger",141
"199",141,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,47,"hate","disgust",141
"200",141,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,47,"hate","fear",141
"201",141,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,47,"hate","sadness",141
"202",141,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,47,"degrade","disgust",141
"203",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"police","fear",154
"204",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"police","trust",154
"205",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","anger",154
"206",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","anticipation",154
"207",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","disgust",154
"208",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","fear",154
"209",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","joy",154
"210",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","sadness",154
"211",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","surprise",154
"212",154,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,60,"treat","trust",154
"213",155,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,61,"jail","fear",155
"214",155,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,61,"jail","sadness",155
"215",155,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,61,"freedom","joy",155
"216",155,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,61,"freedom","trust",155
"217",157,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,63,"cover","trust",157
"218",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"hate","anger",158
"219",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"hate","disgust",158
"220",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"hate","fear",158
"221",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"hate","sadness",158
"222",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"love","joy",158
"223",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"wealth","joy",158
"224",158,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,64,"wealth","trust",158
"225",161,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,67,"white","anticipation",161
"226",161,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,67,"white","joy",161
"227",161,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,67,"white","trust",161
"228",168,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,74,"terrific","sadness",168
"229",188,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,94,"safe","joy",188
"230",188,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,94,"safe","trust",188
"231",188,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,94,"belt","anger",188
"232",188,"The College Dropout","All Falls Down (Ft. Syleena Johnson)",4,94,"belt","fear",188
"233",192,"The College Dropout","I'll Fly Away",5,1,"glad","anticipation",192
"234",192,"The College Dropout","I'll Fly Away",5,1,"glad","joy",192
"235",196,"The College Dropout","I'll Fly Away",5,5,"joy","joy",196
"236",198,"The College Dropout","I'll Fly Away",5,7,"glory","anticipation",198
"237",198,"The College Dropout","I'll Fly Away",5,7,"glory","joy",198
"238",198,"The College Dropout","I'll Fly Away",5,7,"glory","trust",198
"239",200,"The College Dropout","I'll Fly Away",5,9,"die","fear",200
"240",200,"The College Dropout","I'll Fly Away",5,9,"die","sadness",200
"241",200,"The College Dropout","I'll Fly Away",5,9,"bye","anticipation",200
"242",200,"The College Dropout","I'll Fly Away",5,9,"bye","anticipation",200
"243",202,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,1,"shit","anger",202
"244",202,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,1,"shit","disgust",202
"245",204,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,3,"shit","anger",204
"246",204,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,3,"shit","disgust",204
"247",212,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,11,"fault","sadness",212
"248",216,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,15,"black","sadness",216
"249",218,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,17,"love","joy",218
"250",219,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,18,"store","anticipation",219
"251",220,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,19,"break","surprise",220
"252",226,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,25,"struggle","anger",226
"253",226,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,25,"struggle","fear",226
"254",226,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,25,"struggle","sadness",226
"255",227,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,26,"catch","surprise",227
"256",228,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,27,"love","joy",228
"257",233,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,32,"deserve","anger",233
"258",233,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,32,"deserve","anticipation",233
"259",233,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,32,"deserve","trust",233
"260",237,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,36,"shit","anger",237
"261",237,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,36,"shit","disgust",237
"262",239,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,38,"shit","anger",239
"263",239,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,38,"shit","disgust",239
"264",242,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,41,"mob","anger",242
"265",242,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,41,"mob","fear",242
"266",242,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,41,"time","anticipation",242
"267",245,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,44,"lost","sadness",245
"268",245,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,44,"lost","sadness",245
"269",246,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,45,"love","joy",246
"270",247,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,46,"time","anticipation",247
"271",248,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,47,"leave","sadness",248
"272",248,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,47,"leave","surprise",248
"273",250,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,49,"fall","sadness",250
"274",254,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,53,"respect","anticipation",254
"275",254,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,53,"respect","joy",254
"276",254,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,53,"respect","trust",254
"277",259,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,58,"hit","anger",259
"278",260,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,59,"sweet","anticipation",260
"279",260,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,59,"sweet","joy",260
"280",260,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,59,"sweet","surprise",260
"281",260,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,59,"sweet","trust",260
"282",262,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,61,"god","anticipation",262
"283",262,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,61,"god","fear",262
"284",262,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,61,"god","joy",262
"285",262,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,61,"god","trust",262
"286",263,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,62,"hope","anticipation",263
"287",263,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,62,"hope","joy",263
"288",263,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,62,"hope","surprise",263
"289",263,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,62,"hope","trust",263
"290",265,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,64,"love","joy",265
"291",266,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,65,"police","fear",266
"292",266,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,65,"police","trust",266
"293",266,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,65,"watch","anticipation",266
"294",266,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,65,"watch","fear",266
"295",266,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,65,"count","trust",266
"296",268,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,67,"peace","anticipation",268
"297",268,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,67,"peace","joy",268
"298",268,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,67,"peace","trust",268
"299",269,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,68,"school","trust",269
"300",270,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,69,"finally","anticipation",270
"301",270,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,69,"finally","disgust",270
"302",270,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,69,"finally","joy",270
"303",270,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,69,"finally","surprise",270
"304",270,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,69,"finally","trust",270
"305",272,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,71,"shit","anger",272
"306",272,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,71,"shit","disgust",272
"307",274,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,73,"shit","anger",274
"308",274,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,73,"shit","disgust",274
"309",277,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,76,"coming","anticipation",277
"310",277,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,76,"real","trust",277
"311",277,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,76,"late","sadness",277
"312",278,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,77,"damn","anger",278
"313",278,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,77,"damn","disgust",278
"314",288,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,87,"catastrophe","anger",288
"315",288,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,87,"catastrophe","disgust",288
"316",288,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,87,"catastrophe","fear",288
"317",288,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,87,"catastrophe","sadness",288
"318",288,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,87,"catastrophe","surprise",288
"319",292,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,91,"shit","anger",292
"320",292,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,91,"shit","disgust",292
"321",294,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,93,"shit","anger",294
"322",294,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,93,"shit","disgust",294
"323",298,"The College Dropout","Spaceship (Ft. Consequence & GLC)",6,97,"brother","trust",298
"324",299,"The College Dropout","Jesus Walks",7,1,"war","fear",299
"325",300,"The College Dropout","Jesus Walks",7,2,"war","fear",300
"326",300,"The College Dropout","Jesus Walks",7,2,"terrorism","anger",300
"327",300,"The College Dropout","Jesus Walks",7,2,"terrorism","disgust",300
"328",300,"The College Dropout","Jesus Walks",7,2,"terrorism","fear",300
"329",300,"The College Dropout","Jesus Walks",7,2,"terrorism","sadness",300
"330",301,"The College Dropout","Jesus Walks",7,3,"war","fear",301
"331",303,"The College Dropout","Jesus Walks",7,5,"god","anticipation",303
"332",303,"The College Dropout","Jesus Walks",7,5,"god","fear",303
"333",303,"The College Dropout","Jesus Walks",7,5,"god","joy",303
"334",303,"The College Dropout","Jesus Walks",7,5,"god","trust",303
"335",303,"The College Dropout","Jesus Walks",7,5,"devil","anger",303
"336",303,"The College Dropout","Jesus Walks",7,5,"devil","anticipation",303
"337",303,"The College Dropout","Jesus Walks",7,5,"devil","disgust",303
"338",303,"The College Dropout","Jesus Walks",7,5,"devil","fear",303
"339",303,"The College Dropout","Jesus Walks",7,5,"devil","sadness",303
"340",303,"The College Dropout","Jesus Walks",7,5,"break","surprise",303
"341",309,"The College Dropout","Jesus Walks",7,11,"death","anger",309
"342",309,"The College Dropout","Jesus Walks",7,11,"death","anticipation",309
"343",309,"The College Dropout","Jesus Walks",7,11,"death","disgust",309
"344",309,"The College Dropout","Jesus Walks",7,11,"death","fear",309
"345",309,"The College Dropout","Jesus Walks",7,11,"death","sadness",309
"346",309,"The College Dropout","Jesus Walks",7,11,"death","surprise",309
"347",310,"The College Dropout","Jesus Walks",7,12,"top","anticipation",310
"348",310,"The College Dropout","Jesus Walks",7,12,"top","trust",310
"349",310,"The College Dropout","Jesus Walks",7,12,"leave","sadness",310
"350",310,"The College Dropout","Jesus Walks",7,12,"leave","surprise",310
"351",311,"The College Dropout","Jesus Walks",7,13,"catch","surprise",311
"352",313,"The College Dropout","Jesus Walks",7,15,"harass","anger",313
"353",313,"The College Dropout","Jesus Walks",7,15,"harass","disgust",313
"354",314,"The College Dropout","Jesus Walks",7,16,"shit","anger",314
"355",314,"The College Dropout","Jesus Walks",7,16,"shit","disgust",314
