"","x","album_name","track_title","word","sentiment","method"
"595",1598,"The College Dropout","Heavy Hitters (Ft. GLC)","sucks",-3,"AFINN"
"596",1599,"The College Dropout","Heavy Hitters (Ft. GLC)","niggas",-5,"AFINN"
"597",1602,"The College Dropout","Heavy Hitters (Ft. GLC)","crime",-3,"AFINN"
"598",1609,"Late Registration","Wake Up Mr. West","goddamn",-3,"AFINN"
"599",1611,"Late Registration","Wake Up Mr. West","ass",-4,"AFINN"
"600",1611,"Late Registration","Wake Up Mr. West","goddamn",-3,"AFINN"
"601",1617,"Late Registration","Wake Up Mr. West","easy",1,"AFINN"
"602",1617,"Late Registration","Wake Up Mr. West","shit",-4,"AFINN"
"603",1618,"Late Registration","Wake Up Mr. West","promised",1,"AFINN"
"604",1619,"Late Registration","Wake Up Mr. West","promised",1,"AFINN"
"605",1620,"Late Registration","Wake Up Mr. West","promised",1,"AFINN"
"606",1621,"Late Registration","Wake Up Mr. West","promised",1,"AFINN"
"607",1626,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"608",1628,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","love",3,"AFINN"
"609",1632,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","pray",1,"AFINN"
"610",1636,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","dreams",1,"AFINN"
"611",1636,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","niggas",-5,"AFINN"
"612",1640,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"613",1642,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"614",1644,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","honest",2,"AFINN"
"615",1645,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","hurts",-2,"AFINN"
"616",1648,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","gun",-1,"AFINN"
"617",1648,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","niggas",-5,"AFINN"
"618",1649,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","praying",1,"AFINN"
"619",1651,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","jesus",1,"AFINN"
"620",1653,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","alive",1,"AFINN"
"621",1660,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","sick",-2,"AFINN"
"622",1661,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"623",1663,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"624",1665,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","honest",2,"AFINN"
"625",1666,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","hurts",-2,"AFINN"
"626",1667,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","worthless",-2,"AFINN"
"627",1668,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","promised",1,"AFINN"
"628",1669,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","honest",2,"AFINN"
"629",1670,"Late Registration","Heard 'Em Say (Ft. Adam Levine)","hurts",-2,"AFINN"
"630",1674,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"631",1677,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"632",1678,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","hurt",-2,"AFINN"
"633",1679,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","shit",-4,"AFINN"
"634",1681,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","bad",-3,"AFINN"
"635",1691,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","favorite",2,"AFINN"
"636",1692,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","damn",-4,"AFINN"
"637",1694,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","accident",-2,"AFINN"
"638",1694,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","died",-3,"AFINN"
"639",1694,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","heaven",2,"AFINN"
"640",1697,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"641",1700,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"642",1702,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","top",6,"AFINN"
"643",1704,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","top",4,"AFINN"
"644",1705,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","shit",-4,"AFINN"
"645",1706,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","shit",-4,"AFINN"
"646",1706,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","slick",2,"AFINN"
"647",1708,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","damn",-4,"AFINN"
"648",1708,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","hurt",-2,"AFINN"
"649",1711,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","nervous",-2,"AFINN"
"650",1712,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","niggas",-5,"AFINN"
"651",1717,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","cheated",-3,"AFINN"
"652",1720,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","funny",4,"AFINN"
"653",1723,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"654",1726,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"655",1728,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","steal",-2,"AFINN"
"656",1734,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","block",-1,"AFINN"
"657",1735,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","stop",-1,"AFINN"
"658",1738,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","cool",1,"AFINN"
"659",1739,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","gun",-1,"AFINN"
"660",1741,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","fresh",1,"AFINN"
"661",1746,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"662",1749,"Late Registration","Touch the Sky (Ft. Lupe Fiasco)","die",-3,"AFINN"
"663",1766,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"664",1766,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"665",1768,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"666",1768,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"667",1769,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"668",1771,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"669",1773,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"670",1775,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"671",1777,"Late Registration","Gold Digger (Ft. Jamie Foxx)","bomb",-1,"AFINN"
"672",1779,"Late Registration","Gold Digger (Ft. Jamie Foxx)","charm",3,"AFINN"
"673",1781,"Late Registration","Gold Digger (Ft. Jamie Foxx)","charm",3,"AFINN"
"674",1783,"Late Registration","Gold Digger (Ft. Jamie Foxx)","ass",-4,"AFINN"
"675",1786,"Late Registration","Gold Digger (Ft. Jamie Foxx)","bad",-3,"AFINN"
"676",1789,"Late Registration","Gold Digger (Ft. Jamie Foxx)","pay",-1,"AFINN"
"677",1793,"Late Registration","Gold Digger (Ft. Jamie Foxx)","fuck",-4,"AFINN"
"678",1794,"Late Registration","Gold Digger (Ft. Jamie Foxx)","care",2,"AFINN"
"679",1794,"Late Registration","Gold Digger (Ft. Jamie Foxx)","love",3,"AFINN"
"680",1797,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"681",1797,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"682",1799,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"683",1799,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"684",1800,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"685",1802,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"686",1804,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"687",1806,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"688",1810,"Late Registration","Gold Digger (Ft. Jamie Foxx)","support",2,"AFINN"
"689",1813,"Late Registration","Gold Digger (Ft. Jamie Foxx)","super",3,"AFINN"
"690",1813,"Late Registration","Gold Digger (Ft. Jamie Foxx)","win",4,"AFINN"
"691",1821,"Late Registration","Gold Digger (Ft. Jamie Foxx)","ass",-4,"AFINN"
"692",1821,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-2,"AFINN"
"693",1826,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"694",1826,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"695",1828,"Late Registration","Gold Digger (Ft. Jamie Foxx)","broke",-1,"AFINN"
"696",1828,"Late Registration","Gold Digger (Ft. Jamie Foxx)","niggas",-5,"AFINN"
"697",1829,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"698",1831,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"699",1833,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"700",1835,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"701",1839,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"702",1839,"Late Registration","Gold Digger (Ft. Jamie Foxx)","pay",-1,"AFINN"
"703",1846,"Late Registration","Gold Digger (Ft. Jamie Foxx)","nice",3,"AFINN"
"704",1848,"Late Registration","Gold Digger (Ft. Jamie Foxx)","ass",-4,"AFINN"
"705",1848,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"706",1849,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"707",1851,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"708",1853,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"709",1855,"Late Registration","Gold Digger (Ft. Jamie Foxx)","leave",-1,"AFINN"
"710",1859,"Late Registration","Skit #1","broke",-2,"AFINN"
"711",1860,"Late Registration","Skit #1","broke",-2,"AFINN"
"712",1881,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","leave",-1,"AFINN"
"713",1882,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","broke",-1,"AFINN"
"714",1887,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","dreams",1,"AFINN"
"715",1892,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","crazy",-2,"AFINN"
"716",1900,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","crazy",-2,"AFINN"
"717",1901,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","love",3,"AFINN"
"718",1902,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","shit",-4,"AFINN"
"719",1906,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","fuck",-4,"AFINN"
"720",1914,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","amazing",4,"AFINN"
"721",1916,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","relaxed",2,"AFINN"
"722",1917,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","sexy",3,"AFINN"
"723",1921,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","falling",-1,"AFINN"
"724",1942,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","shit",-4,"AFINN"
"725",1946,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","convinced",1,"AFINN"
"726",1947,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","kiss",2,"AFINN"
"727",1949,"Late Registration","Drive Slow (Ft. GLC & Paul Wall)","jesus",1,"AFINN"
"728",1965,"Late Registration","My Way Home (Ft. Common)","hate",-3,"AFINN"
"729",1967,"Late Registration","My Way Home (Ft. Common)","lost",-3,"AFINN"
"730",1969,"Late Registration","My Way Home (Ft. Common)","god",1,"AFINN"
"731",1969,"Late Registration","My Way Home (Ft. Common)","pray",1,"AFINN"
"732",1969,"Late Registration","My Way Home (Ft. Common)","reach",1,"AFINN"
"733",1976,"Late Registration","My Way Home (Ft. Common)","hell",-4,"AFINN"
"734",1980,"Late Registration","My Way Home (Ft. Common)","love",3,"AFINN"
"735",1982,"Late Registration","My Way Home (Ft. Common)","trapped",-2,"AFINN"
"736",1983,"Late Registration","My Way Home (Ft. Common)","bad",-3,"AFINN"
"737",1987,"Late Registration","My Way Home (Ft. Common)","pain",-2,"AFINN"
"738",1988,"Late Registration","My Way Home (Ft. Common)","bad",-3,"AFINN"
"739",1997,"Late Registration","Crack Music (Ft. The Game)","stop",-1,"AFINN"
"740",2000,"Late Registration","Crack Music (Ft. The Game)","heroes",2,"AFINN"
"741",2001,"Late Registration","Crack Music (Ft. The Game)","murder",-2,"AFINN"
"742",2005,"Late Registration","Crack Music (Ft. The Game)","cut",-1,"AFINN"
"743",2007,"Late Registration","Crack Music (Ft. The Game)","shit",-4,"AFINN"
"744",2026,"Late Registration","Crack Music (Ft. The Game)","dreams",1,"AFINN"
"745",2027,"Late Registration","Crack Music (Ft. The Game)","broke",-1,"AFINN"
"746",2028,"Late Registration","Crack Music (Ft. The Game)","hope",2,"AFINN"
"747",2029,"Late Registration","Crack Music (Ft. The Game)","inspiration",2,"AFINN"
"748",2030,"Late Registration","Crack Music (Ft. The Game)","straight",1,"AFINN"
"749",2054,"Late Registration","Crack Music (Ft. The Game)","bullshit",-4,"AFINN"
"750",2056,"Late Registration","Crack Music (Ft. The Game)","shit",-8,"AFINN"
"751",2070,"Late Registration","Roses (Ft. Patti LaBelle)","stop",-1,"AFINN"
"752",2071,"Late Registration","Roses (Ft. Patti LaBelle)","loss",-3,"AFINN"
"753",2073,"Late Registration","Roses (Ft. Patti LaBelle)","fine",2,"AFINN"
"754",2078,"Late Registration","Roses (Ft. Patti LaBelle)","broke",-1,"AFINN"
"755",2083,"Late Registration","Roses (Ft. Patti LaBelle)","stop",-1,"AFINN"
"756",2084,"Late Registration","Roses (Ft. Patti LaBelle)","strong",2,"AFINN"
"757",2085,"Late Registration","Roses (Ft. Patti LaBelle)","confidence",2,"AFINN"
"758",2088,"Late Registration","Roses (Ft. Patti LaBelle)","bitch",-5,"AFINN"
"759",2089,"Late Registration","Roses (Ft. Patti LaBelle)","hurt",-2,"AFINN"
"760",2090,"Late Registration","Roses (Ft. Patti LaBelle)","smile",2,"AFINN"
"761",2093,"Late Registration","Roses (Ft. Patti LaBelle)","emergency",-2,"AFINN"
"762",2099,"Late Registration","Roses (Ft. Patti LaBelle)","hurt",-2,"AFINN"
"763",2109,"Late Registration","Roses (Ft. Patti LaBelle)","smile",2,"AFINN"
"764",2112,"Late Registration","Roses (Ft. Patti LaBelle)","sunshine",2,"AFINN"
"765",2113,"Late Registration","Roses (Ft. Patti LaBelle)","smile",2,"AFINN"
"766",2116,"Late Registration","Roses (Ft. Patti LaBelle)","smile",2,"AFINN"
"767",2117,"Late Registration","Roses (Ft. Patti LaBelle)","sad",-2,"AFINN"
"768",2118,"Late Registration","Roses (Ft. Patti LaBelle)","sunshine",2,"AFINN"
"769",2134,"Late Registration","Bring Me Down (Ft. Brandy)","pray",1,"AFINN"
"770",2139,"Late Registration","Bring Me Down (Ft. Brandy)","dream",1,"AFINN"
"771",2139,"Late Registration","Bring Me Down (Ft. Brandy)","shoot",-1,"AFINN"
"772",2140,"Late Registration","Bring Me Down (Ft. Brandy)","haters",-3,"AFINN"
"773",2141,"Late Registration","Bring Me Down (Ft. Brandy)","bitches",-5,"AFINN"
"774",2141,"Late Registration","Bring Me Down (Ft. Brandy)","niggas",-5,"AFINN"
"775",2143,"Late Registration","Bring Me Down (Ft. Brandy)","alive",1,"AFINN"
"776",2150,"Late Registration","Bring Me Down (Ft. Brandy)","funny",4,"AFINN"
"777",2150,"Late Registration","Bring Me Down (Ft. Brandy)","niggas",-5,"AFINN"
"778",2153,"Late Registration","Bring Me Down (Ft. Brandy)","kill",-3,"AFINN"
"779",2160,"Late Registration","Bring Me Down (Ft. Brandy)","dream",1,"AFINN"
"780",2162,"Late Registration","Bring Me Down (Ft. Brandy)","hell",-4,"AFINN"
"781",2169,"Late Registration","Addiction","bad",-3,"AFINN"
"782",2171,"Late Registration","Addiction","stop",-1,"AFINN"
"783",2173,"Late Registration","Addiction","smile",2,"AFINN"
"784",2175,"Late Registration","Addiction","afflicted",-1,"AFINN"
"785",2178,"Late Registration","Addiction","curious",1,"AFINN"
"786",2178,"Late Registration","Addiction","damn",-4,"AFINN"
"787",2184,"Late Registration","Addiction","bad",-3,"AFINN"
"788",2186,"Late Registration","Addiction","stop",-1,"AFINN"
"789",2188,"Late Registration","Addiction","smile",2,"AFINN"
"790",2190,"Late Registration","Addiction","drunk",-2,"AFINN"
"791",2192,"Late Registration","Addiction","exposed",-1,"AFINN"
"792",2193,"Late Registration","Addiction","impose",-1,"AFINN"
"793",2199,"Late Registration","Addiction","bad",-3,"AFINN"
"794",2201,"Late Registration","Addiction","stop",-1,"AFINN"
"795",2203,"Late Registration","Addiction","smile",2,"AFINN"
"796",2204,"Late Registration","Addiction","bad",-3,"AFINN"
"797",2206,"Late Registration","Addiction","stop",-1,"AFINN"
"798",2208,"Late Registration","Addiction","smile",2,"AFINN"
"799",2213,"Late Registration","Addiction","smile",2,"AFINN"
"800",2217,"Late Registration","Addiction","feeling",1,"AFINN"
"801",2219,"Late Registration","Addiction","smile",2,"AFINN"
"802",2224,"Late Registration","Addiction","smile",2,"AFINN"
"803",2225,"Late Registration","Skit #2","broke",-4,"AFINN"
"804",2227,"Late Registration","Skit #2","broke",-4,"AFINN"
"805",2233,"Late Registration","Skit #2","broke",-4,"AFINN"
"806",2235,"Late Registration","Skit #2","broke",-4,"AFINN"
"807",2241,"Late Registration","Skit #2","broke",-5,"AFINN"
"808",2242,"Late Registration","Skit #2","niggas",-5,"AFINN"
"809",2243,"Late Registration","Skit #2","broke",-5,"AFINN"
"810",2246,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","stimulate",1,"AFINN"
"811",2247,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","leave",-1,"AFINN"
"812",2248,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","fear",-2,"AFINN"
"813",2252,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","alive",1,"AFINN"
"814",2262,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","conflict",-2,"AFINN"
"815",2265,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","diamond",1,"AFINN"
"816",2268,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","die",-3,"AFINN"
"817",2269,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","die",-3,"AFINN"
"818",2271,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","jesus",1,"AFINN"
"819",2273,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","conflict",-2,"AFINN"
"820",2276,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","nice",3,"AFINN"
"821",2277,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","wrong",-2,"AFINN"
"822",2279,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","diamond",1,"AFINN"
"823",2283,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","alive",1,"AFINN"
"824",2291,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","damn",-4,"AFINN"
"825",2292,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","intact",2,"AFINN"
"826",2293,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","blame",-2,"AFINN"
"827",2295,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","ha",4,"AFINN"
"828",2295,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","laugh",1,"AFINN"
"829",2295,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","pardon",2,"AFINN"
"830",2299,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","difficult",-1,"AFINN"
"831",2303,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","damn",-4,"AFINN"
"832",2307,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","alive",1,"AFINN"
"833",2308,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","die",-3,"AFINN"
"834",2314,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","diamond",1,"AFINN"
"835",2320,"Late Registration","Diamonds From Sierra Leone (Remix) (Ft. JAY-Z)","bitches",-5,"AFINN"
"836",2324,"Late Registration","We Major (Ft. Nas & Really Doe)","nuts",-3,"AFINN"
"837",2325,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"838",2326,"Late Registration","We Major (Ft. Nas & Really Doe)","stuck",-2,"AFINN"
"839",2329,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"840",2334,"Late Registration","We Major (Ft. Nas & Really Doe)","cool",1,"AFINN"
"841",2342,"Late Registration","We Major (Ft. Nas & Really Doe)","god",1,"AFINN"
"842",2342,"Late Registration","We Major (Ft. Nas & Really Doe)","pray",1,"AFINN"
"843",2344,"Late Registration","We Major (Ft. Nas & Really Doe)","broke",-1,"AFINN"
"844",2344,"Late Registration","We Major (Ft. Nas & Really Doe)","niggas",-5,"AFINN"
"845",2347,"Late Registration","We Major (Ft. Nas & Really Doe)","shit",-4,"AFINN"
"846",2349,"Late Registration","We Major (Ft. Nas & Really Doe)","bad",-3,"AFINN"
"847",2350,"Late Registration","We Major (Ft. Nas & Really Doe)","funeral",-1,"AFINN"
"848",2351,"Late Registration","We Major (Ft. Nas & Really Doe)","cool",1,"AFINN"
"849",2352,"Late Registration","We Major (Ft. Nas & Really Doe)","pretty",1,"AFINN"
"850",2357,"Late Registration","We Major (Ft. Nas & Really Doe)","nuts",-3,"AFINN"
"851",2358,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"852",2359,"Late Registration","We Major (Ft. Nas & Really Doe)","stuck",-2,"AFINN"
"853",2362,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"854",2367,"Late Registration","We Major (Ft. Nas & Really Doe)","cool",1,"AFINN"
"855",2374,"Late Registration","We Major (Ft. Nas & Really Doe)","nice",3,"AFINN"
"856",2382,"Late Registration","We Major (Ft. Nas & Really Doe)","free",1,"AFINN"
"857",2385,"Late Registration","We Major (Ft. Nas & Really Doe)","hurts",-2,"AFINN"
"858",2386,"Late Registration","We Major (Ft. Nas & Really Doe)","love",3,"AFINN"
"859",2386,"Late Registration","We Major (Ft. Nas & Really Doe)","tears",-2,"AFINN"
"860",2388,"Late Registration","We Major (Ft. Nas & Really Doe)","killed",-3,"AFINN"
"861",2389,"Late Registration","We Major (Ft. Nas & Really Doe)","niggas",-5,"AFINN"
"862",2389,"Late Registration","We Major (Ft. Nas & Really Doe)","survived",2,"AFINN"
"863",2393,"Late Registration","We Major (Ft. Nas & Really Doe)","feeling",1,"AFINN"
"864",2395,"Late Registration","We Major (Ft. Nas & Really Doe)","cares",2,"AFINN"
"865",2398,"Late Registration","We Major (Ft. Nas & Really Doe)","nuts",-3,"AFINN"
"866",2399,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"867",2400,"Late Registration","We Major (Ft. Nas & Really Doe)","stuck",-2,"AFINN"
"868",2403,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"869",2408,"Late Registration","We Major (Ft. Nas & Really Doe)","cool",1,"AFINN"
"870",2409,"Late Registration","We Major (Ft. Nas & Really Doe)","feeling",1,"AFINN"
"871",2411,"Late Registration","We Major (Ft. Nas & Really Doe)","cares",2,"AFINN"
"872",2414,"Late Registration","We Major (Ft. Nas & Really Doe)","nuts",-3,"AFINN"
"873",2415,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"874",2416,"Late Registration","We Major (Ft. Nas & Really Doe)","stuck",-2,"AFINN"
"875",2419,"Late Registration","We Major (Ft. Nas & Really Doe)","fuck",-4,"AFINN"
"876",2424,"Late Registration","We Major (Ft. Nas & Really Doe)","cool",1,"AFINN"
"877",2433,"Late Registration","We Major (Ft. Nas & Really Doe)","feeling",1,"AFINN"
"878",2435,"Late Registration","We Major (Ft. Nas & Really Doe)","cares",2,"AFINN"
"879",2436,"Late Registration","We Major (Ft. Nas & Really Doe)","shit",-4,"AFINN"
"880",2437,"Late Registration","We Major (Ft. Nas & Really Doe)","shit",-4,"AFINN"
"881",2444,"Late Registration","We Major (Ft. Nas & Really Doe)","beautifully",3,"AFINN"
"882",2445,"Late Registration","We Major (Ft. Nas & Really Doe)","agree",2,"AFINN"
"883",2452,"Late Registration","We Major (Ft. Nas & Really Doe)","free",1,"AFINN"
"884",2454,"Late Registration","We Major (Ft. Nas & Really Doe)","feeling",1,"AFINN"
"885",2458,"Late Registration","We Major (Ft. Nas & Really Doe)","cares",2,"AFINN"
"886",2465,"Late Registration","Skit #3","broke",-1,"AFINN"
"887",2467,"Late Registration","Skit #3","broke",-1,"AFINN"
"888",2470,"Late Registration","Skit #3","save",2,"AFINN"
"889",2474,"Late Registration","Hey Mama","proud",2,"AFINN"
"890",2474,"Late Registration","Hey Mama","scream",-2,"AFINN"
"891",2477,"Late Registration","Hey Mama","fool",-2,"AFINN"
"892",2477,"Late Registration","Hey Mama","promise",1,"AFINN"
"893",2479,"Late Registration","Hey Mama","proud",2,"AFINN"
"894",2486,"Late Registration","Hey Mama","harsh",-2,"AFINN"
"895",2494,"Late Registration","Hey Mama","love",3,"AFINN"
"896",2495,"Late Registration","Hey Mama","tears",-2,"AFINN"
"897",2496,"Late Registration","Hey Mama","cry",-1,"AFINN"
"898",2498,"Late Registration","Hey Mama","hurt",-2,"AFINN"
"899",2498,"Late Registration","Hey Mama","love",3,"AFINN"
"900",2502,"Late Registration","Hey Mama","capable",1,"AFINN"
"901",2503,"Late Registration","Hey Mama","heaven",2,"AFINN"
"902",2506,"Late Registration","Hey Mama","proud",2,"AFINN"
"903",2506,"Late Registration","Hey Mama","scream",-2,"AFINN"
"904",2509,"Late Registration","Hey Mama","fool",-2,"AFINN"
"905",2509,"Late Registration","Hey Mama","promise",1,"AFINN"
"906",2511,"Late Registration","Hey Mama","proud",2,"AFINN"
"907",2516,"Late Registration","Hey Mama","supported",2,"AFINN"
"908",2520,"Late Registration","Hey Mama","beautiful",3,"AFINN"
"909",2526,"Late Registration","Hey Mama","proud",2,"AFINN"
"910",2526,"Late Registration","Hey Mama","scream",-2,"AFINN"
"911",2529,"Late Registration","Hey Mama","fool",-2,"AFINN"
"912",2529,"Late Registration","Hey Mama","promise",1,"AFINN"
