"","x","album_name","track_title","word","sentiment","method"
"1647",4647,"808s Heartbreak","Coldest Winter","mistakes",-2,"AFINN"
"1648",4650,"808s Heartbreak","Coldest Winter","love",3,"AFINN"
"1649",4654,"808s Heartbreak","Pinocchio Story","love",3,"AFINN"
"1650",4655,"808s Heartbreak","Pinocchio Story","love",3,"AFINN"
"1651",4656,"808s Heartbreak","Pinocchio Story","love",3,"AFINN"
"1652",4657,"808s Heartbreak","Pinocchio Story","crazy",-6,"AFINN"
"1653",4659,"808s Heartbreak","Pinocchio Story","love",3,"AFINN"
"1654",4660,"808s Heartbreak","Pinocchio Story","doubt",-1,"AFINN"
"1655",4662,"808s Heartbreak","Pinocchio Story","love",3,"AFINN"
"1656",4664,"808s Heartbreak","Pinocchio Story","fame",1,"AFINN"
"1657",4666,"808s Heartbreak","Pinocchio Story","fame",1,"AFINN"
"1658",4670,"808s Heartbreak","Pinocchio Story","hell",-4,"AFINN"
"1659",4684,"808s Heartbreak","Pinocchio Story","funny",4,"AFINN"
"1660",4685,"808s Heartbreak","Pinocchio Story","lied",-2,"AFINN"
"1661",4691,"808s Heartbreak","Pinocchio Story","stamina",2,"AFINN"
"1662",4694,"808s Heartbreak","Pinocchio Story","laugh",1,"AFINN"
"1663",4695,"808s Heartbreak","Pinocchio Story","laugh",1,"AFINN"
"1664",4705,"808s Heartbreak","Pinocchio Story","dream",1,"AFINN"
"1665",4706,"808s Heartbreak","Pinocchio Story","fame",1,"AFINN"
"1666",4708,"808s Heartbreak","Pinocchio Story","dream",1,"AFINN"
"1667",4711,"808s Heartbreak","Pinocchio Story","death",-2,"AFINN"
"1668",4713,"808s Heartbreak","Pinocchio Story","death",-2,"AFINN"
"1669",4726,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","awful",-3,"AFINN"
"1670",4726,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","boring",-3,"AFINN"
"1671",4727,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","sick",-2,"AFINN"
"1672",4743,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","mercy",4,"AFINN"
"1673",4745,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","broke",-1,"AFINN"
"1674",4746,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","drown",-2,"AFINN"
"1675",4746,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","sorrow",-2,"AFINN"
"1676",4751,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","hell",-4,"AFINN"
"1677",4751,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","stupid",-2,"AFINN"
"1678",4759,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","fire",-2,"AFINN"
"1679",4763,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","spark",1,"AFINN"
"1680",4764,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","enemies",-2,"AFINN"
"1681",4764,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","ignorance",-2,"AFINN"
"1682",4764,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","killed",-3,"AFINN"
"1683",4764,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","stopped",-1,"AFINN"
"1684",4766,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","pain",-2,"AFINN"
"1685",4767,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","pain",-2,"AFINN"
"1686",4767,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","worse",-3,"AFINN"
"1687",4768,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","fresh",1,"AFINN"
"1688",4769,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","wins",4,"AFINN"
"1689",4772,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","fire",-2,"AFINN"
"1690",4781,"My Beautiful Dark Twisted Fantasy","Dark Fantasy","hell",-4,"AFINN"
"1691",4804,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","dream",1,"AFINN"
"1692",4806,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","chances",2,"AFINN"
"1693",4808,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","chances",2,"AFINN"
"1694",4810,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","love",3,"AFINN"
"1695",4817,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","bad",-3,"AFINN"
"1696",4817,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","winning",4,"AFINN"
"1697",4818,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","happy",3,"AFINN"
"1698",4819,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","opportunities",2,"AFINN"
"1699",4821,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","dreams",1,"AFINN"
"1700",4823,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","niggas",-5,"AFINN"
"1701",4823,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","satisfied",2,"AFINN"
"1702",4830,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","missing",-2,"AFINN"
"1703",4833,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","smiling",2,"AFINN"
"1704",4837,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","top",2,"AFINN"
"1705",4840,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","choke",-2,"AFINN"
"1706",4843,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","dick",-4,"AFINN"
"1707",4844,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","niggas",-5,"AFINN"
"1708",4846,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","missed",-2,"AFINN"
"1709",4856,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","bad",-3,"AFINN"
"1710",4857,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","feeling",1,"AFINN"
"1711",4857,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fresh",1,"AFINN"
"1712",4859,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fucking",-4,"AFINN"
"1713",4860,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fucking",-4,"AFINN"
"1714",4863,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","funny",4,"AFINN"
"1715",4863,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","jokes",2,"AFINN"
"1716",4864,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","ass",-4,"AFINN"
"1717",4864,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","hug",2,"AFINN"
"1718",4864,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","kiss",2,"AFINN"
"1719",4865,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","kiss",2,"AFINN"
"1720",4867,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","shit",-4,"AFINN"
"1721",4871,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fantastic",4,"AFINN"
"1722",4873,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fuck",-4,"AFINN"
"1723",4881,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fresh",1,"AFINN"
"1724",4883,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","fuck",-4,"AFINN"
"1725",4891,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","dead",-3,"AFINN"
"1726",4901,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","dream",1,"AFINN"
"1727",4903,"My Beautiful Dark Twisted Fantasy","Gorgeous (Ft. Kid Cudi & Raekwon)","chances",2,"AFINN"
"1728",4907,"My Beautiful Dark Twisted Fantasy","POWER","haters",-3,"AFINN"
"1729",4907,"My Beautiful Dark Twisted Fantasy","POWER","nice",3,"AFINN"
"1730",4907,"My Beautiful Dark Twisted Fantasy","POWER","screams",-2,"AFINN"
"1731",4911,"My Beautiful Dark Twisted Fantasy","POWER","stop",-1,"AFINN"
"1732",4913,"My Beautiful Dark Twisted Fantasy","POWER","broken",-1,"AFINN"
"1733",4914,"My Beautiful Dark Twisted Fantasy","POWER","motherfucker",-5,"AFINN"
"1734",4915,"My Beautiful Dark Twisted Fantasy","POWER","motherfucker",-5,"AFINN"
"1735",4918,"My Beautiful Dark Twisted Fantasy","POWER","cruel",-3,"AFINN"
"1736",4923,"My Beautiful Dark Twisted Fantasy","POWER","stop",-1,"AFINN"
"1737",4924,"My Beautiful Dark Twisted Fantasy","POWER","fuck",-4,"AFINN"
"1738",4929,"My Beautiful Dark Twisted Fantasy","POWER","fuck",-4,"AFINN"
"1739",4930,"My Beautiful Dark Twisted Fantasy","POWER","ass",-4,"AFINN"
"1740",4930,"My Beautiful Dark Twisted Fantasy","POWER","kiss",2,"AFINN"
"1741",4931,"My Beautiful Dark Twisted Fantasy","POWER","asshole",-4,"AFINN"
"1742",4931,"My Beautiful Dark Twisted Fantasy","POWER","kiss",2,"AFINN"
"1743",4932,"My Beautiful Dark Twisted Fantasy","POWER","asshole",-4,"AFINN"
"1744",4932,"My Beautiful Dark Twisted Fantasy","POWER","jokes",2,"AFINN"
"1745",4932,"My Beautiful Dark Twisted Fantasy","POWER","niggas",-5,"AFINN"
"1746",4933,"My Beautiful Dark Twisted Fantasy","POWER","niggas",-5,"AFINN"
"1747",4936,"My Beautiful Dark Twisted Fantasy","POWER","fucking",-4,"AFINN"
"1748",4938,"My Beautiful Dark Twisted Fantasy","POWER","treasures",2,"AFINN"
"1749",4943,"My Beautiful Dark Twisted Fantasy","POWER","entrusted",2,"AFINN"
"1750",4944,"My Beautiful Dark Twisted Fantasy","POWER","diamond",1,"AFINN"
"1751",4947,"My Beautiful Dark Twisted Fantasy","POWER","stop",-1,"AFINN"
"1752",4948,"My Beautiful Dark Twisted Fantasy","POWER","fuck",-4,"AFINN"
"1753",4954,"My Beautiful Dark Twisted Fantasy","POWER","fucking",-4,"AFINN"
"1754",4954,"My Beautiful Dark Twisted Fantasy","POWER","lost",-3,"AFINN"
"1755",4956,"My Beautiful Dark Twisted Fantasy","POWER","bad",-3,"AFINN"
"1756",4956,"My Beautiful Dark Twisted Fantasy","POWER","pretty",1,"AFINN"
"1757",4957,"My Beautiful Dark Twisted Fantasy","POWER","damn",-4,"AFINN"
"1758",4957,"My Beautiful Dark Twisted Fantasy","POWER","god",1,"AFINN"
"1759",4957,"My Beautiful Dark Twisted Fantasy","POWER","killing",-3,"AFINN"
"1760",4957,"My Beautiful Dark Twisted Fantasy","POWER","shit",-4,"AFINN"
"1761",4958,"My Beautiful Dark Twisted Fantasy","POWER","damn",-4,"AFINN"
"1762",4958,"My Beautiful Dark Twisted Fantasy","POWER","feeling",1,"AFINN"
"1763",4958,"My Beautiful Dark Twisted Fantasy","POWER","shit",-4,"AFINN"
"1764",4959,"My Beautiful Dark Twisted Fantasy","POWER","bitch",-5,"AFINN"
"1765",4959,"My Beautiful Dark Twisted Fantasy","POWER","dick",-4,"AFINN"
"1766",4961,"My Beautiful Dark Twisted Fantasy","POWER","surviving",2,"AFINN"
"1767",4963,"My Beautiful Dark Twisted Fantasy","POWER","bad",-3,"AFINN"
"1768",4963,"My Beautiful Dark Twisted Fantasy","POWER","bitches",-5,"AFINN"
"1769",4963,"My Beautiful Dark Twisted Fantasy","POWER","hiding",-1,"AFINN"
"1770",4964,"My Beautiful Dark Twisted Fantasy","POWER","exciting",3,"AFINN"
"1771",4967,"My Beautiful Dark Twisted Fantasy","POWER","beautiful",3,"AFINN"
"1772",4967,"My Beautiful Dark Twisted Fantasy","POWER","death",-2,"AFINN"
"1773",4970,"My Beautiful Dark Twisted Fantasy","POWER","beautiful",3,"AFINN"
"1774",4970,"My Beautiful Dark Twisted Fantasy","POWER","death",-2,"AFINN"
"1775",4973,"My Beautiful Dark Twisted Fantasy","POWER","beautiful",3,"AFINN"
"1776",4973,"My Beautiful Dark Twisted Fantasy","POWER","death",-2,"AFINN"
"1777",4981,"My Beautiful Dark Twisted Fantasy","All of the Lights","bright",1,"AFINN"
"1778",4990,"My Beautiful Dark Twisted Fantasy","All of the Lights","wrong",-2,"AFINN"
"1779",4991,"My Beautiful Dark Twisted Fantasy","All of the Lights","dead",-3,"AFINN"
"1780",5003,"My Beautiful Dark Twisted Fantasy","All of the Lights","bright",1,"AFINN"
"1781",5008,"My Beautiful Dark Twisted Fantasy","All of the Lights","hate",-3,"AFINN"
"1782",5010,"My Beautiful Dark Twisted Fantasy","All of the Lights","supportive",2,"AFINN"
"1783",5011,"My Beautiful Dark Twisted Fantasy","All of the Lights","mistakes",-2,"AFINN"
"1784",5020,"My Beautiful Dark Twisted Fantasy","All of the Lights","bright",1,"AFINN"
"1785",5025,"My Beautiful Dark Twisted Fantasy","All of the Lights","niggas",-5,"AFINN"
"1786",5029,"My Beautiful Dark Twisted Fantasy","All of the Lights","niggas",-5,"AFINN"
"1787",5033,"My Beautiful Dark Twisted Fantasy","All of the Lights","unemployment",-2,"AFINN"
"1788",5042,"My Beautiful Dark Twisted Fantasy","All of the Lights","bright",1,"AFINN"
"1789",5055,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","shoot",-1,"AFINN"
"1790",5056,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bright",1,"AFINN"
"1791",5056,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","hide",-1,"AFINN"
"1792",5057,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","lonely",-2,"AFINN"
"1793",5059,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bitch",-5,"AFINN"
"1794",5060,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucker",-5,"AFINN"
"1795",5060,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","trouble",-2,"AFINN"
"1796",5063,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","stop",-1,"AFINN"
"1797",5064,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1798",5065,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1799",5066,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1800",5068,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1801",5069,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1802",5070,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1803",5071,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","dead",-3,"AFINN"
"1804",5074,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bitch",-5,"AFINN"
"1805",5075,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","matter",1,"AFINN"
"1806",5077,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","shit",-4,"AFINN"
"1807",5078,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bitch",-5,"AFINN"
"1808",5078,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","shit",-4,"AFINN"
"1809",5079,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","pain",-2,"AFINN"
"1810",5080,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","pain",-2,"AFINN"
"1811",5081,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1812",5082,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","love",3,"AFINN"
"1813",5086,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","goddamn",-3,"AFINN"
"1814",5087,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucker",-5,"AFINN"
"1815",5088,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","cool",1,"AFINN"
"1816",5090,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","cool",1,"AFINN"
"1817",5091,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","top",2,"AFINN"
"1818",5092,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","top",2,"AFINN"
"1819",5096,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","won",3,"AFINN"
"1820",5098,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","ass",-4,"AFINN"
"1821",5098,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","kiss",2,"AFINN"
"1822",5099,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","stop",-1,"AFINN"
"1823",5100,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1824",5101,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1825",5102,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1826",5104,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1827",5105,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1828",5106,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1829",5110,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1830",5111,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","nonsense",-2,"AFINN"
"1831",5111,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","silly",-1,"AFINN"
"1832",5111,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","stop",-1,"AFINN"
"1833",5112,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","niggas",-5,"AFINN"
"1834",5112,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","nonsense",-2,"AFINN"
"1835",5113,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","niggas",-5,"AFINN"
"1836",5114,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","dreams",1,"AFINN"
"1837",5114,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","scream",-2,"AFINN"
"1838",5115,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","murder",-4,"AFINN"
"1839",5117,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","block",-1,"AFINN"
"1840",5117,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","kill",-3,"AFINN"
"1841",5117,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","murder",-2,"AFINN"
"1842",5119,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","rape",-4,"AFINN"
"1843",5121,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","love",3,"AFINN"
"1844",5123,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","niggas",-5,"AFINN"
"1845",5125,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fake",-3,"AFINN"
"1846",5128,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bastards",-5,"AFINN"
"1847",5129,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","stop",-1,"AFINN"
"1848",5130,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1849",5131,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1850",5132,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1851",5134,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1852",5135,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1853",5136,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fucking",-4,"AFINN"
"1854",5138,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bad",-3,"AFINN"
"1855",5138,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","bitch",-5,"AFINN"
"1856",5143,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1857",5147,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","funny",4,"AFINN"
"1858",5148,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fake",-3,"AFINN"
"1859",5149,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","straight",1,"AFINN"
"1860",5150,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","pay",-1,"AFINN"
"1861",5153,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","violent",-3,"AFINN"
"1862",5156,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","niggas",-5,"AFINN"
"1863",5158,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fake",-3,"AFINN"
"1864",5158,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","forget",-1,"AFINN"
"1865",5158,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","fuck",-4,"AFINN"
"1866",5161,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","killed",-3,"AFINN"
"1867",5164,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","ass",-4,"AFINN"
"1868",5167,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","motherfucking",-5,"AFINN"
"1869",5169,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","god",1,"AFINN"
"1870",5173,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","god",1,"AFINN"
"1871",5177,"My Beautiful Dark Twisted Fantasy","Monster (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)","god",1,"AFINN"
"1872",5180,"My Beautiful Dark Twisted Fantasy","So Appalled (Ft. CyHi The Prynce, JAY-Z, Pusha-T, RZA & Swizz Beatz)","care",2,"AFINN"
"1873",5181,"My Beautiful Dark Twisted Fantasy","So Appalled (Ft. CyHi The Prynce, JAY-Z, Pusha-T, RZA & Swizz Beatz)","care",2,"AFINN"
"1874",5182,"My Beautiful Dark Twisted Fantasy","So Appalled (Ft. CyHi The Prynce, JAY-Z, Pusha-T, RZA & Swizz Beatz)","ridiculous",-3,"AFINN"
